label	message	length	punct
spam	LIMITED TIME! DIRECT ADMISSION to AIIMS without NEET! Donate Rs 75 lakh and get guaranteed MBBS seat. Contact http://aiims-donation-seat.xyz WhatsApp 9999988888!	161	10
spam	DEAR USER: Your mutual fund SIP of Rs 5,000 per month has been paused due to a mandate registration issue. Call your relationship manager immediately to reactivate or you will miss this month's investment opportunity.	217	5
spam	GST NOTICE: Discrepancy found in your GST return. Resolve at http://gst-notice-resolve.net within 48 hours or account will be frozen!	133	9
spam	OFFICIAL COMMUNICATION: Hey, long time no talk! I was just thinking about you. By the way, are you still working with that software company? I may have a very good opportunity for someone with your skills. Nothing formal yet, just exploring. Would love to catch up over a call this week.	287	10
ham	What not under standing.	24	1
spam	DEAR SIR/MADAM: PhonePe: Congratulations! Ur number won Rs 1 lakh in PhonePe 6th anniversary lucky draw. Open PhonePe app & tap CLAIM or call 1800-PHONEPE-WIN. Offer expires 11:59 PM tonight.	191	11
spam	THIS IS TO INFORM YOU: contact Germany for only 1 pence per minute! contact from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! Call immediately!	175	6
ham	Want to finally have lunch today?	33	1
ham	Thank you baby! I cant wait to taste the real thing...	54	4
ham	This is a reminder that Your probation period ends on 31st March. Your manager has submitted a satisfactory review to HR. You will receive your official confirmation letter with revised compensation details by 5th April.	220	3
spam	URGENT: IIM direct admission available! Pay Rs 2 lakh and skip CAT exam. Management quota seats limited. Apply http://iim-direct-seat.xyz Only 5 seats left!	156	11
spam	DEAR USER: ATTENTION: We are following up on your job application submitted through Naukri. We have a suitable opening matching your profile. Salary up to Rs 8 lakh per annum. Pay Rs 500 background check fee to proceed further.	227	6
spam	PRIORITY MESSAGE: Indane Gas: Ur gas cylinder booking on hold due 2 Aadhaar link mismatch. Link Aadhaar by calling 1800-GAS-LINK or ur subsidy of Rs 2,400 will be stopped from next month.	187	7
ham	This is a reminder that The startup I applied to last month just got back to me. They want to do a 2-week paid trial project to assess my frontend development skills. Paying Rs 15,000 for the trial period.	205	5
spam	Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp	153	9
ham	Yeah whatever lol	17	0
ham	You available now? I'm like right around hillsborough & <#> th	62	6
ham	Please note: Can you proofread my cover letter before I send it to Wipro? I have attached the latest version. It is just one page. I want to make sure there are no grammar mistakes.	181	5
spam	EXCLUSIVE OFFER: Hello, this is from our research team. We are conducting a paid survey for a multinational. It takes 10 minutes and pays Rs 800 directly to your bank account. Interested to participate?	202	6
ham	Welcome to the team! Your first day orientation is scheduled for 1st April at 9:30am. Report to the reception at our Bangalore office. Address and directions are at https://company.com/offices/bangalore	202	10
spam	1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!	104	6
spam	FINAL WARNING: CREDIT CARD with Rs 3 lakh limit approved for you! No income proof no processing fee. Just Aadhaar and PAN needed. Call 9988776655 and get your card within 7 working days!	186	5
spam	IMPORTANT NOTICE: VEHICLE FITNESS: Get vehicle fitness certificate and pollution certificate without physical inspection. Pay Rs 1,000 to our RTO agent. Call 9876543210. All vehicles accepted.	192	7
spam	ACT NOW: UNIVERSITY MARKSHEET UPGRADE: We can change your percentage from below 60 to above 75 in the university database. Fee Rs 20,000. Permanent change. Call 9988776655 now.	176	7
ham	This is a reminder that Just realized I forgot my charger at your place yesterday. Is it okay if I come by in the evening to pick it up? Or can you bring it to college tomorrow?	177	3
ham	For your information: Your appeal for re-evaluation has been accepted. Your marks in Advanced Mathematics have been revised from 54 to 71. The updated marksheet will be issued by the examination section by end of this month.	224	5
spam	SPECIAL ALERT: PM AWAS YOJANA: Free house scheme open for applications! Get a free 2 BHK flat by paying registration fee of Rs 1,500 only. Call 1800-PMAY or visit our nearest office.	182	7
ham	Kindly note that Received the offer letter from Persistent Systems today. CTC is Rs 4.5 lakh per annum. Joining date is 3rd June. Need to submit my original documents for background verification next week.	205	5
spam	FINAL WARNING: Your profile has been shortlisted from hundreds of applicants by our selection committee. We would like to have a brief 15 minute conversation to explain the next steps. Please confirm your availability.	218	4
ham	Hi there, Good morning! Reminder that the department meeting is at 11am today in Room 204. Please bring the quarterly report printout if you have it. Coffee will be available.	175	5
spam	act soon LUCKY DRAW WINNER! Your number 9876543210 has won a Gold coin worth Rs 40,000. Claim at http://golddraw-winner.xyz today only!	135	9
ham	Kindly note that The contract review has been moved to Thursday at 10am in the large conference room. Please bring your annotated version of the draft agreement along with the credit exposure summary for review. Best regards.	225	3
spam	URGENT: This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only	142	8
ham	Following up on this: Just a heads up that two major counterparties have been flagged by the credit team for elevated risk. We may want to review our exposure limits with them at this week's regular risk management committee meeting.	233	4
ham	Hi there, Our NPS score for Q4 came in at 67, up from 59 in Q3. Customer satisfaction improvements in the support team are clearly showing results. Let us keep the momentum going in the new quarter. Thanks!	206	6
spam	DEAR SIR/MADAM: SPECIAL ALERT: HEART BLOCKAGE REMOVAL: Our non-surgical treatment dissolves heart blockage without bypass surgery. Rs 25,000 full treatment. 500 patients recovered. contact 9988776655.	200	10
ham	Kindly note that My friend referred me for an opening at his company for a business analyst role. The JD matches my profile well. I have to apply on the company portal and mention his employee ID as referral.	208	3
spam	act soon Your HDFC Bank account will be deactivated in 24 hours. Update your KYC at http://hdfc-kyc-update.net to avoid suspension. Act NOW! Call now or miss out!	162	10
ham	Dear user Hey I found those notes you were looking for. I have uploaded them to Google Drive. You can access them at https://drive.google.com/folder/abc123 Let me know if the link works.	186	10
ham	Friendly reminder: Dear candidate, thank you for applying to the Software Engineer position. We would like to schedule a technical interview. Please book a convenient time slot through the careers portal at your earliest.	221	5
ham	Hi there, Friendly reminder: My birthday is on Saturday! Small get-together at home in the evening around 7pm. Nothing fancy just some snacks and cake. Would love for you to be there.	183	7
ham	The message sent is askin for <#> dollars. Shoul i pay <#> or <#> ?	67	11
spam	DEAR SIR/MADAM: INCOME TAX: Refund of Rs 8,340 for AY23-24 approved. Credited failed due 2 wrong a/c no. Update bank details by calling 1800-ITAX-REFUND. Refund will lapse after 30 days. Call now or miss out!	208	13
ham	Good morning, Hi team, kindly update your emergency contact information and PF nominee details in the HR system. Log in to the employee self-service portal and complete all mandatory profile fields before 31st March.	216	5
spam	SPECIAL ALERT: EXCLUSIVE! LAST CHANCE admission open for top MBA college! 100% placement guaranteed. No entrance exam required. Apply at http://mba-direct-admission.xyz Pay Rs 5000 to reserve seat!	197	13
ham	Hi team, FREE workshop on machine learning fundamentals this Saturday at 10am in the seminar hall. Limited seats available. Register at the department office. Certificate of participation will be provided to all.	212	5
spam	URGENT: PRIORITY MESSAGE: Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! contact MobileUpd8 on 08000839402 or call2optout/HF8	180	8
spam	You have an important customer service announcement from PREMIER. contact FREEPHONE 0800 542 0578 now! Call now or miss out!	124	3
spam	URGENT: GOVERNMENT PLOT: Get free 100 sq ft plot under housing scheme. Pay Rs 500 registration. Call 1800-PLOT-SCHEME before quota fills. Apply today.	150	8
spam	As per our records you are eligible for a refund of Rs 4,230 from the income tax department for assessment year 2022-23. Please call our helpline and provide your PAN and bank details to process the refund.	206	4
spam	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	161	10
ham	As discussed earlier, The semester timetable for April exams has been uploaded on the student portal. Please download and note your exam schedule. Any clashes should be reported to the examination section within 48 hours.	221	4
spam	DEAR VALUED CUSTOMER: ACT NOW: PSORIASIS CURE: Get permanent relief from psoriasis eczema and skin diseases in 60 days! Herbal cream and capsule combo Rs 2,999. Call our dermatologist at 9988776655.	198	7
spam	DEAR SIR/MADAM: DEAR USER: PILES CURE: Permanent cure for piles and fissures without operation! Our herbal medicine Rs 1,200. 7 day treatment. 10,000 patients treated. Call 9988776655 confidentially. Only today!	211	12
spam	DEAR USER: ACT NOW: PLACEMENT GUARANTEE: Pay Rs 30,000 and get 100% job guarantee in MNC with salary above Rs 5 lakh per year! Call our placement consultant at 9988776655 now	174	6
